,sample,study,project,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth Rate (1/hr),Isolate Type,Additional Details,project_reference,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,doi,GEO,SRX,Run,R1,R2,contact,creator,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,run_date,n_replicates,,,,,,,
p1k_00770,cck_tpiA__tpiA_ale4__2,CCK_tpiA,cck_tpiA,tpiA_ale4,2,Escherichia coli CCK_TPIA.4.88.0,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,Population,,p1k_00761,p1k_00762,,SINGLE,ILLUMINA,2,,,,,s3://precise-db/raw_data/cck/140811_11_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,Douglas McCloskey,Douglas McCloskey,True,True,True,True,cck_tpiA:tpiA_ale4,True,True,8/11/14,2,,,,,,
p1k_00771,acid_tale__acid_ale1_pH7__1,pH ALE,acid_tale,acid_ale1_pH7,1,GMOS,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00787,p1k_00788,HiSeq,SINGLE,ILLUMINA,2,,,,,s3://precise-db/raw_data/acid_tale/A8F111pH7R1_S40_R1_001.fastq.gz,,Bin Du,Richard Szubin,True,True,True,True,acid_tale:acid_ale1_pH7,True,True,2/1/19,2,,,,,,
p1k_00772,acid_tale__acid_ale1_pH7__2,pH ALE,acid_tale,acid_ale1_pH7,2,GMOS,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00787,p1k_00788,HiSeq,SINGLE,ILLUMINA,2,,,,,s3://precise-db/raw_data/acid_tale/A8F111pH7R2_S41_R1_001.fastq.gz,,Bin Du,Richard Szubin,True,True,True,True,acid_tale:acid_ale1_pH7,True,True,2/1/19,2,,,,,,
p1k_00773,acid_tale__acid_ale1_pH5__1,pH ALE,acid_tale,acid_ale1_pH5,1,GMOS,GMOS,Batch,Endpoint,M9,37,5.5,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00787,p1k_00788,HiSeq,SINGLE,ILLUMINA,2,,,,,s3://precise-db/raw_data/acid_tale/A8F111R1pH55_S30_R1_001.fastq.gz,,Bin Du,Richard Szubin,True,True,True,True,acid_tale:acid_ale1_pH5,True,True,2/1/19,2,,,,,,
p1k_00774,acid_tale__acid_ale1_pH5__2,pH ALE,acid_tale,acid_ale1_pH5,2,GMOS,GMOS,Batch,Endpoint,M9,37,5.5,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00787,p1k_00788,HiSeq,SINGLE,ILLUMINA,2,,,,,s3://precise-db/raw_data/acid_tale/A8F111R2pH55_S31_R1_001.fastq.gz,,Bin Du,Richard Szubin,True,True,True,True,acid_tale:acid_ale1_pH5,True,True,2/1/19,2,,,,,,
p1k_00775,acid_tale__acid_ale2_pH7__1,pH ALE,acid_tale,acid_ale2_pH7,1,GMOS,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00787,p1k_00788,HiSeq,SINGLE,ILLUMINA,2,,,,,s3://precise-db/raw_data/acid_tale/A12F111pH7R1_S42_R1_001.fastq.gz,,Bin Du,Richard Szubin,True,True,True,True,acid_tale:acid_ale2_pH7,True,True,2/1/19,2,,,,,,
p1k_00776,acid_tale__acid_ale2_pH7__2,pH ALE,acid_tale,acid_ale2_pH7,2,GMOS,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00787,p1k_00788,HiSeq,SINGLE,ILLUMINA,2,,,,,s3://precise-db/raw_data/acid_tale/A12F111pH7R2_S43_R1_001.fastq.gz,,Bin Du,Richard Szubin,True,True,True,True,acid_tale:acid_ale2_pH7,True,True,2/1/19,2,,,,,,
p1k_00777,acid_tale__acid_ale2_pH5__1,pH ALE,acid_tale,acid_ale2_pH5,1,GMOS,GMOS,Batch,Endpoint,M9,37,5.5,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00787,p1k_00788,HiSeq,SINGLE,ILLUMINA,2,,,,,s3://precise-db/raw_data/acid_tale/A12F111R1pH55_S32_R1_001.fastq.gz,,Bin Du,Richard Szubin,True,True,True,True,acid_tale:acid_ale2_pH5,True,True,2/1/19,2,,,,,,
p1k_00778,acid_tale__acid_ale2_pH5__2,pH ALE,acid_tale,acid_ale2_pH5,2,GMOS,GMOS,Batch,Endpoint,M9,37,5.5,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00787,p1k_00788,HiSeq,SINGLE,ILLUMINA,2,,,,,s3://precise-db/raw_data/acid_tale/A12F111R2pH55_S33_R1_001.fastq.gz,,Bin Du,Richard Szubin,True,True,True,True,acid_tale:acid_ale2_pH5,True,True,2/1/19,2,,,,,,
p1k_00779,acid_tale__low_Mg_ale_pH7__1,pH ALE,acid_tale,low_Mg_ale_pH7,1,GMOS,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00787,p1k_00788,HiSeq,SINGLE,ILLUMINA,2,,,,,s3://precise-db/raw_data/acid_tale/A30F109pH7R1_S46_R1_001.fastq.gz,,Bin Du,Richard Szubin,True,True,True,True,acid_tale:low_Mg_ale_pH7,True,True,2/1/19,2,,,,,,
p1k_00780,acid_tale__low_Mg_ale_pH7__2,pH ALE,acid_tale,low_Mg_ale_pH7,2,GMOS,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00787,p1k_00788,HiSeq,SINGLE,ILLUMINA,2,,,,,s3://precise-db/raw_data/acid_tale/A30F109pH7R2_S47_R1_001.fastq.gz,,Bin Du,Richard Szubin,True,True,True,True,acid_tale:low_Mg_ale_pH7,True,True,2/1/19,2,,,,,,
p1k_00781,acid_tale__low_Mg_ale_pH5__1,pH ALE,acid_tale,low_Mg_ale_pH5,1,GMOS,GMOS,Batch,Endpoint,M9,37,5.5,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00787,p1k_00788,HiSeq,SINGLE,ILLUMINA,2,,,,,s3://precise-db/raw_data/acid_tale/A30F109R1pH55_S36_R1_001.fastq.gz,,Bin Du,Richard Szubin,True,True,True,True,acid_tale:low_Mg_ale_pH5,True,True,2/1/19,2,,,,,,
p1k_00782,acid_tale__low_Mg_ale_pH5__2,pH ALE,acid_tale,low_Mg_ale_pH5,2,GMOS,GMOS,Batch,Endpoint,M9,37,5.5,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00787,p1k_00788,HiSeq,SINGLE,ILLUMINA,2,,,,,s3://precise-db/raw_data/acid_tale/A30F109R2pH55_S37_R1_001.fastq.gz,,Bin Du,Richard Szubin,True,True,True,True,acid_tale:low_Mg_ale_pH5,True,True,2/1/19,2,,,,,,
p1k_00783,acid_tale__MES_ale_pH7__1,pH ALE,acid_tale,MES_ale_pH7,1,GMOS,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00787,p1k_00788,HiSeq,SINGLE,ILLUMINA,2,,,,,s3://precise-db/raw_data/acid_tale/A32F53pH7R1_S44_R1_001.fastq.gz,,Bin Du,Richard Szubin,True,True,True,True,acid_tale:MES_ale_pH7,True,True,2/1/19,2,,,,,,
p1k_00784,acid_tale__MES_ale_pH7__2,pH ALE,acid_tale,MES_ale_pH7,2,GMOS,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00787,p1k_00788,HiSeq,SINGLE,ILLUMINA,2,,,,,s3://precise-db/raw_data/acid_tale/A32F53pH7R2_S45_R1_001.fastq.gz,,Bin Du,Richard Szubin,True,True,True,True,acid_tale:MES_ale_pH7,True,True,2/1/19,2,,,,,,
p1k_00785,acid_tale__MES_ale_pH5__1,pH ALE,acid_tale,MES_ale_pH5,1,GMOS,GMOS,Batch,Endpoint,M9,37,5.5,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00787,p1k_00788,HiSeq,SINGLE,ILLUMINA,2,,,,,s3://precise-db/raw_data/acid_tale/A32F53R1pH55_S34_R1_001.fastq.gz,,Bin Du,Richard Szubin,True,True,True,True,acid_tale:MES_ale_pH5,True,True,2/1/19,2,,,,,,
p1k_00786,acid_tale__MES_ale_pH5__2,pH ALE,acid_tale,MES_ale_pH5,2,GMOS,GMOS,Batch,Endpoint,M9,37,5.5,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00787,p1k_00788,HiSeq,SINGLE,ILLUMINA,2,,,,,s3://precise-db/raw_data/acid_tale/A32F53R2pH55_S35_R1_001.fastq.gz,,Bin Du,Richard Szubin,True,True,True,True,acid_tale:MES_ale_pH5,True,True,2/1/19,2,,,,,,
p1k_00787,acid_tale__gmos_pH7__1,pH ALE,acid_tale,gmos_pH7,1,GMOS,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00787,p1k_00788,HiSeq,SINGLE,ILLUMINA,2,,,,,s3://precise-db/raw_data/acid_tale/BOP1000pH7R1_S48_R1_001.fastq.gz,,Bin Du,Richard Szubin,True,True,True,True,acid_tale:gmos_pH7,True,True,2/1/19,2,,,,,,
p1k_00788,acid_tale__gmos_pH7__2,pH ALE,acid_tale,gmos_pH7,2,GMOS,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00787,p1k_00788,HiSeq,SINGLE,ILLUMINA,2,,,,,s3://precise-db/raw_data/acid_tale/BOP1000pH7R2_S49_R1_001.fastq.gz,,Bin Du,Richard Szubin,True,True,True,True,acid_tale:gmos_pH7,True,True,2/1/19,2,,,,,,
p1k_00789,acid_tale__gmos_pH5__1,pH ALE,acid_tale,gmos_pH5,1,GMOS,GMOS,Batch,Endpoint,M9,37,5.5,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00787,p1k_00788,HiSeq,SINGLE,ILLUMINA,2,,,,,s3://precise-db/raw_data/acid_tale/BOP1000R1pH55_S38_R1_001.fastq.gz,,Bin Du,Richard Szubin,True,True,True,True,acid_tale:gmos_pH5,True,True,2/1/19,2,,,,,,
p1k_00790,acid_tale__gmos_pH5__2,pH ALE,acid_tale,gmos_pH5,2,GMOS,GMOS,Batch,Endpoint,M9,37,5.5,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00787,p1k_00788,HiSeq,SINGLE,ILLUMINA,2,,,,,s3://precise-db/raw_data/acid_tale/BOP1000R2pH55_S39_R1_001.fastq.gz,,Bin Du,Richard Szubin,True,True,True,True,acid_tale:gmos_pH5,True,True,2/1/19,2,,,,,,
p1k_00884,eep__BOP1000__1,EEP,eep,BOP1000,1,GMOS,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882,p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/PAL035_S35_L001_R1_001.fastq.gz,s3://precise-db/raw_data/eep/PAL035_S35_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/PAL035_S35_L003_R1_001.fastq.gz,s3://precise-db/raw_data/eep/PAL035_S35_L004_R1_001.fastq.gz,s3://precise-db/raw_data/eep/PAL035_S35_L001_R2_001.fastq.gz,s3://precise-db/raw_data/eep/PAL035_S35_L002_R2_001.fastq.gz,s3://precise-db/raw_data/eep/PAL035_S35_L003_R2_001.fastq.gz,s3://precise-db/raw_data/eep/PAL035_S35_L004_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,True,True,True,True,eep:BOP1000,True,True,9/1/20,2
p1k_00885,eep__BOP1000__2,EEP,eep,BOP1000,2,GMOS,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882,p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/PAL036_S36_L001_R1_001.fastq.gz,s3://precise-db/raw_data/eep/PAL036_S36_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/PAL036_S36_L003_R1_001.fastq.gz,s3://precise-db/raw_data/eep/PAL036_S36_L004_R1_001.fastq.gz,s3://precise-db/raw_data/eep/PAL036_S36_L001_R2_001.fastq.gz,s3://precise-db/raw_data/eep/PAL036_S36_L002_R2_001.fastq.gz,s3://precise-db/raw_data/eep/PAL036_S36_L003_R2_001.fastq.gz,s3://precise-db/raw_data/eep/PAL036_S36_L004_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,True,True,True,True,eep:BOP1000,True,True,9/1/20,2
p1k_00892,eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1,EEP,eep,BOP27_ndh-cydB-appC_A9_F46_I1_R1,1,Escherichia coli EEP.9.46.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882,p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-46A_BOP27_ndh-cydB-appC_A9F46I1R1_a_S92_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-46A_BOP27_ndh-cydB-appC_A9F46I1R1_a_S92_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,True,True,True,True,eep:BOP27_ndh-cydB-appC_A9_F46_I1_R1,True,True,9/1/20,2,,,,,,
p1k_00893,eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2,EEP,eep,BOP27_ndh-cydB-appC_A9_F46_I1_R1,2,Escherichia coli EEP.9.46.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882,p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-46B_BOP27_ndh-cydB-appC_A9F46I1R1_b_S93_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-46B_BOP27_ndh-cydB-appC_A9F46I1R1_b_S93_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,True,True,True,True,eep:BOP27_ndh-cydB-appC_A9_F46_I1_R1,True,True,9/1/20,2,,,,,,
p1k_00894,eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1,EEP,eep,BOP27_ndh-cydB-appC_A10_F48_I1_R1,1,Escherichia coli EEP.10.48.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882,p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-43A_BOP27_ndh-cydB-appC_A10F48I1R1_a_S76_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-43A_BOP27_ndh-cydB-appC_A10F48I1R1_a_S76_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,True,True,True,True,eep:BOP27_ndh-cydB-appC_A10_F48_I1_R1,True,True,9/1/20,2,,,,,,
p1k_00895,eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2,EEP,eep,BOP27_ndh-cydB-appC_A10_F48_I1_R1,2,Escherichia coli EEP.10.48.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882,p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-43B_BOP27_ndh-cydB-appC_A10F48I1R1_b_S77_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-43B_BOP27_ndh-cydB-appC_A10F48I1R1_b_S77_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,True,True,True,True,eep:BOP27_ndh-cydB-appC_A10_F48_I1_R1,True,True,9/1/20,2,,,,,,
p1k_00896,eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1,EEP,eep,BOP27_ndh-cydB-appC_A11_F46_I1_R1,1,Escherichia coli EEP.11.46.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882,p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-44A_BOP27_ndh-cydB-appC_A11F46I1R1_a_S78_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-44A_BOP27_ndh-cydB-appC_A11F46I1R1_a_S78_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,True,True,True,True,eep:BOP27_ndh-cydB-appC_A11_F46_I1_R1,True,True,9/1/20,2,,,,,,
p1k_00897,eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2,EEP,eep,BOP27_ndh-cydB-appC_A11_F46_I1_R1,2,Escherichia coli EEP.11.46.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882,p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-44B_BOP27_ndh-cydB-appC_A11F46I1R1_b_S89_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-44B_BOP27_ndh-cydB-appC_A11F46I1R1_b_S89_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,True,True,True,True,eep:BOP27_ndh-cydB-appC_A11_F46_I1_R1,True,True,9/1/20,2,,,,,,
p1k_00898,eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1,EEP,eep,BOP27_ndh-cydB-appC_A12_F46_I1_R1,1,Escherichia coli EEP.12.46.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882,p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-45A_BOP27_ndh-cydB-appC_A12F46I1R1_a_S90_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-45A_BOP27_ndh-cydB-appC_A12F46I1R1_a_S90_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,True,True,True,True,eep:BOP27_ndh-cydB-appC_A12_F46_I1_R1,True,True,9/1/20,2,,,,,,
p1k_00899,eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2,EEP,eep,BOP27_ndh-cydB-appC_A12_F46_I1_R1,2,Escherichia coli EEP.12.46.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882,p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-45B_BOP27_ndh-cydB-appC_A12F46I1R1_b_S91_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-45B_BOP27_ndh-cydB-appC_A12F46I1R1_b_S91_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,True,True,True,True,eep:BOP27_ndh-cydB-appC_A12_F46_I1_R1,True,True,9/1/20,2,,,,,,
p1k_00902,eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__1,EEP,eep,BOP27_nuoB_cydB-appC_A13_F59_I1_R1,1,Escherichia coli EEP.13.59.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882,p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-47A_BOP27_nuoB_cydB-appC_A13F59I1R1_a_S94_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-47A_BOP27_nuoB_cydB-appC_A13F59I1R1_a_S94_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,True,True,True,True,eep:BOP27_nuoB_cydB-appC_A13_F59_I1_R1,True,True,9/1/20,2,,,,,,
p1k_00903,eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__2,EEP,eep,BOP27_nuoB_cydB-appC_A13_F59_I1_R1,2,Escherichia coli EEP.13.59.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882,p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-47B_BOP27_nuoB_cydB-appC_A13F59I1R1_b_S95_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-47B_BOP27_nuoB_cydB-appC_A13F59I1R1_b_S95_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,True,True,True,True,eep:BOP27_nuoB_cydB-appC_A13_F59_I1_R1,True,True,9/1/20,2,,,,,,
p1k_00904,eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__1,EEP,eep,BOP27_nuoB_cydB-appC_A14_F58_I1_R1,1,Escherichia coli EEP.14.58.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882,p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-48A_BOP27_nuoB_cydB-appC_A14F58I1R1_a_S96_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-48A_BOP27_nuoB_cydB-appC_A14F58I1R1_a_S96_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,True,True,True,True,eep:BOP27_nuoB_cydB-appC_A14_F58_I1_R1,True,True,9/1/20,2,,,,,,
p1k_00905,eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__2,EEP,eep,BOP27_nuoB_cydB-appC_A14_F58_I1_R1,2,Escherichia coli EEP.14.58.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882,p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-48B_BOP27_nuoB_cydB-appC_A14F58I1R1_b_S97_L002_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-48B_BOP27_nuoB_cydB-appC_A14F58I1R1_b_S97_L002_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,True,True,True,True,eep:BOP27_nuoB_cydB-appC_A14_F58_I1_R1,True,True,9/1/20,2,,,,,,
p1k_00906,eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__1,EEP,eep,BOP27_nuoB_cydB-appC_A15_F57_I1_R1,1,Escherichia coli EEP.15.57.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882,p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-49A_BOP27_nuoB_cydB-appC_A15_F57_I1_R1_a_S11_L001_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-49A_BOP27_nuoB_cydB-appC_A15_F57_I1_R1_a_S11_L001_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,True,True,True,True,eep:BOP27_nuoB_cydB-appC_A15_F57_I1_R1,True,True,9/1/20,2,,,,,,
p1k_00907,eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__2,EEP,eep,BOP27_nuoB_cydB-appC_A15_F57_I1_R1,2,Escherichia coli EEP.15.57.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882,p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-49B_BOP27_nuoB_cydB-appC_A15_F57_I1_R1_b_S12_L001_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-49B_BOP27_nuoB_cydB-appC_A15_F57_I1_R1_b_S12_L001_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,True,True,True,True,eep:BOP27_nuoB_cydB-appC_A15_F57_I1_R1,True,True,9/1/20,2,,,,,,
p1k_00908,eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__1,EEP,eep,BOP27_nuoB_cydB-appC_A16_F57_I1_R1,1,Escherichia coli EEP.16.57.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882,p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-50A_BOP27_nuoB_cydB-appC_A16_F57_I1_R1_a_S13_L001_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-50A_BOP27_nuoB_cydB-appC_A16_F57_I1_R1_a_S13_L001_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,True,True,True,True,eep:BOP27_nuoB_cydB-appC_A16_F57_I1_R1,True,True,9/1/20,2,,,,,,
p1k_00909,eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__2,EEP,eep,BOP27_nuoB_cydB-appC_A16_F57_I1_R1,2,Escherichia coli EEP.16.57.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882,p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-50B_BOP27_nuoB_cydB-appC_A16_F57_I1_R1_b_S14_L001_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-50B_BOP27_nuoB_cydB-appC_A16_F57_I1_R1_b_S14_L001_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,True,True,True,True,eep:BOP27_nuoB_cydB-appC_A16_F57_I1_R1,True,True,9/1/20,2,,,,,,
p1k_00912,eep__BOP27_ndh-cyoB_A5_F59_I1_R1__1,EEP,eep,BOP27_ndh-cyoB_A5_F59_I1_R1,1,Escherichia coli EEP.5.59.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,p1k_00882,p1k_00883,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/eep/EEP_HRS_DO-51A_BOP27_ndh-cyoB_A5_F59_I1_R1_a_S15_L001_R1_001.fastq.gz,s3://precise-db/raw_data/eep/EEP_HRS_DO-51A_BOP27_ndh-cyoB_A5_F59_I1_R1_a_S15_L001_R2_001.fastq.gz,amiteshanand@eng.ucsd.edu,Amitesh Anand,True,True,True,True,eep:BOP27_ndh-cyoB_A5_F59_I1_R1,True,True,9/1/20,2,,,,,,
